Order_Id,Order_Date,Order_Status,Order_Region,Market,ISO3,Customer_Segment,Product_Id,Product_Name,Category_Name,Product_Price,Shipping_Date,Shipping_Mode,Shipment(real),Shipment(scheduled),Delivery_Status,Payment_Type,Item_Price,Item_Quantity,Sales,Profit_Capped,Year,GDP,Population,Delay_Days,Delivery_Quality,GDP_per_capita,Profit_Margin
19915,2015-10-18,PENDING_PAYMENT,Southern Europe,Europe,ESP,Home Office,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-10-24,Standard Class,6,4,Late delivery,PAYMENT,50,5,249.89999,27.39,2015,1206164777553.12,46422303.0,2,Slight Delay,25982.441619777463,10.960384592252284
33868,2016-05-09,PENDING,US Center,USCA,USA,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-05-13,Second Class,4,2,Late delivery,TRANSFER,60,4,239.96001,92.72,2016,18695110842000.0,324353340.0,2,Slight Delay,57638.10183671918,38.63977168529039
43976,2016-10-03,PENDING_PAYMENT,Southern Africa,Africa,ZAF,Home Office,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-10-05,Standard Class,2,4,Advance shipping,PAYMENT,40,2,79.98,21.59,2016,323585509674.481,57259551.0,-2,Early,5651.205851657499,26.994248562140534
64122,2017-07-25,ON_HOLD,Western Europe,Europe,BEL,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-07-28,Second Class,3,2,Late delivery,DEBIT,60,2,119.98,50.39,2017,500908767351.53,11375158.0,1,Slight Delay,44035.32393585479,41.9986664444074
24425,2015-12-23,PENDING,Southeast Asia,Pacific Asia,IDN,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-12-29,Standard Class,6,4,Late delivery,TRANSFER,50,3,149.94,58.7,2015,860854232686.214,261799249.0,2,Slight Delay,3288.2226972553844,39.148992930505536
61462,2017-06-16,PROCESSING,South America,LATAM,BRA,Home Office,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-06-19,Standard Class,3,4,Advance shipping,TRANSFER,50,5,250.0,102.23,2017,2063514688805.78,204703445.0,-1,Early,10080.507872282169,40.892
43940,2016-10-03,CLOSED,Eastern Europe,Europe,UKR,Corporate,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2016-10-09,Standard Class,6,4,Late delivery,CASH,100,4,399.95999,68.03,2016,93355869403.9223,45616832.0,2,Slight Delay,2046.5224197051277,17.00920134536457
46702,2016-11-12,CLOSED,Eastern Europe,Europe,RUS,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-11-15,Standard Class,3,4,Advance shipping,CASH,50,5,250.0,66.51,2016,1276786350881.14,145015460.0,-1,Early,8804.484369329586,26.604
61297,2017-06-13,PENDING_PAYMENT,South America,LATAM,BRA,Home Office,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2017-06-15,First Class,2,1,Late delivery,PAYMENT,200,1,199.99001,58.1,2017,2063514688805.78,204703445.0,1,Slight Delay,10080.507872282169,29.05145111998344
14705,2015-08-03,PENDING_PAYMENT,Western Europe,Europe,DEU,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-08-09,Standard Class,6,4,Late delivery,PAYMENT,50,2,100.0,-63.7,2015,3425099578746.09,81686611.0,2,Slight Delay,41929.754911072145,-63.7
40361,2016-08-12,CLOSED,US Center,USCA,USA,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-08-14,Second Class,2,2,Shipping on time,CASH,50,5,250.0,111.63,2016,18695110842000.0,324353340.0,0,On Time,57638.10183671918,44.651999999999994
27567,2016-02-07,CLOSED,Eastern Asia,Pacific Asia,CHN,Home Office,235,Under Armour Hustle Storm Medium Duffle Bag,Fitness Accessories,34.99,2016-02-10,Second Class,3,2,Late delivery,CASH,35,1,34.99,15.87,2016,11456024084962.0,1387790000.0,1,Slight Delay,8254.868593203582,45.35581594741354
52383,2017-02-03,ON_HOLD,South America,LATAM,COL,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2017-02-07,Standard Class,4,4,Shipping on time,DEBIT,40,4,159.96001,63.9,2017,311866875156.879,48131078.0,0,On Time,6479.532312924282,39.94748437437582
11842,2015-06-22,COMPLETE,Northern Europe,Europe,GBR,Consumer,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2015-06-25,Standard Class,3,4,Advance shipping,DEBIT,200,1,199.99001,56.34,2015,2945579890258.46,65088000.0,-1,Early,45255.34492162088,28.17140716178773
65774,2017-08-18,COMPLETE,Southern Europe,Europe,ESP,Home Office,625,Nike Men's Kobe IX Elite Low Basketball Shoe,Shop By Sport,199.99,2017-08-23,Standard Class,5,4,Late delivery,DEBIT,200,1,199.99001,94.08,2017,1321754088818.83,46571232.0,1,Slight Delay,28381.342559690715,47.04234976537078
67226,2017-09-08,CLOSED,Western Europe,Europe,AUT,Corporate,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2017-09-10,Standard Class,2,4,Advance shipping,CASH,200,1,199.99001,58.8,2017,414926138132.691,8797566.0,-2,Early,47163.74257751417,29.401468603356733
39007,2016-07-23,PENDING_PAYMENT,West of USA,USCA,USA,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-07-23,Same Day,0,0,Shipping on time,PAYMENT,130,1,129.99001,-72.63,2016,18695110842000.0,324353340.0,0,On Time,57638.10183671918,-55.87352443468539
26786,2016-01-26,COMPLETE,Eastern Asia,Pacific Asia,CHN,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-01-28,Standard Class,2,4,Advance shipping,DEBIT,400,1,399.98001,21.12,2016,11456024084962.0,1387790000.0,-2,Early,8254.868593203582,5.280263881187463
32007,2016-04-12,PENDING,East of USA,USCA,USA,Home Office,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-04-15,Second Class,3,2,Late delivery,TRANSFER,50,5,249.89999,84.84,2016,18695110842000.0,324353340.0,1,Slight Delay,57638.10183671918,33.94958119045943
42648,2016-09-14,COMPLETE,West Africa,Africa,CIV,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-09-18,Standard Class,4,4,Shipping on time,DEBIT,60,3,179.97,70.84,2016,,,0,On Time,,39.362115908206924
49381,2016-12-21,COMPLETE,West Asia,Pacific Asia,TUR,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-12-23,First Class,2,1,Late delivery,DEBIT,50,2,100.0,42.3,2016,,,1,Slight Delay,,42.3
6696,2015-04-08,COMPLETE,South America,LATAM,VEN,Corporate,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2015-04-10,Standard Class,2,4,Advance shipping,DEBIT,200,1,199.99001,12.47,2015,125449241571.391,30573972.0,-2,Early,4103.138498700496,6.2353114538071175
506,2015-01-08,PENDING,Central America,LATAM,MEX,Home Office,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-01-10,Standard Class,2,4,Advance shipping,TRANSFER,400,1,399.98001,124.79,2015,1213294467716.88,121072306.0,-2,Early,10021.23861188272,31.199059172982174
10866,2015-06-08,PROCESSING,Northern Europe,Europe,GBR,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-06-10,Standard Class,2,4,Advance shipping,TRANSFER,400,1,399.98001,69.3,2015,2945579890258.46,65088000.0,-2,Early,45255.34492162088,17.32586586014636
37464,2016-06-30,COMPLETE,US Center,USCA,USA,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-07-05,Second Class,5,2,Late delivery,DEBIT,60,2,119.98,-2.52,2016,18695110842000.0,324353340.0,3,Slight Delay,57638.10183671918,-2.100350058343057
76438,2018-01-20,PENDING_PAYMENT,Eastern Asia,Pacific Asia,CHN,Consumer,1362,Fighting video games,Video Games,39.75,2018-01-21,Same Day,1,0,Late delivery,PAYMENT,40,1,39.75,10.34,2018,14147765772963.8,1402760000.0,1,Slight Delay,10085.663814881947,26.0125786163522
65941,2017-08-20,COMPLETE,Western Europe,Europe,FRA,Home Office,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2017-08-22,Standard Class,2,4,Advance shipping,DEBIT,130,1,129.99001,-297.42,2017,2588868323334.71,66918020.0,-2,Early,38687.16264071636,-228.80219795351965
16656,2015-09-01,SUSPECTED_FRAUD,Western Europe,Europe,FRA,Corporate,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2015-09-03,Standard Class,2,4,Shipping canceled,TRANSFER,100,5,499.95001,174.98,2015,2442483452642.5,66548272.0,-2,Early,36702.43237333796,34.999499249935006
55509,2017-03-21,COMPLETE,Central America,LATAM,HND,Corporate,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2017-03-26,Standard Class,5,4,Late delivery,DEBIT,40,1,39.99,-9.9,2017,23136247990.5977,9588137.0,1,Slight Delay,2413.0076562941995,-24.756189047261813
15122,2015-08-09,CLOSED,Southern Europe,Europe,ITA,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-08-11,First Class,2,1,Late delivery,CASH,130,1,129.99001,9.38,2015,1845428048839.1,60229605.0,1,Slight Delay,30639.882975143206,7.2159391325533395
50836,2017-01-12,PROCESSING,Eastern Europe,Europe,HUN,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2017-01-14,Standard Class,2,4,Advance shipping,TRANSFER,400,1,399.98001,147.59,2017,143335098991.862,9726756.0,-2,Early,14736.16681572582,36.89934404471863
14688,2015-08-03,PENDING,Western Europe,Europe,FRA,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-08-07,Standard Class,4,4,Shipping on time,TRANSFER,60,5,299.95001,35.99,2015,2442483452642.5,66548272.0,0,On Time,36702.43237333796,11.998666044385196
4898,2015-03-13,COMPLETE,South America,LATAM,BRA,Corporate,567,adidas Men's Germany Black Crest Away Tee,Girls' Apparel,25.0,2015-03-17,Second Class,4,2,Late delivery,DEBIT,25,1,25.0,2.09,2015,1802211999456.42,201675532.0,2,Slight Delay,8936.195588944423,8.36
52636,2017-02-07,COMPLETE,Central America,LATAM,SLV,Home Office,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-02-09,First Class,2,1,Late delivery,DEBIT,50,5,250.0,-6.25,2017,24979190000.0,6213533.0,1,Slight Delay,4020.1267137391883,-2.5
48563,2016-12-09,PENDING_PAYMENT,East Africa,Africa,ZMB,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-12-13,Second Class,4,2,Late delivery,PAYMENT,300,1,299.98001,117.02,2016,20958412538.3093,16914423.0,2,Slight Delay,1239.08527877713,39.00926598409008
55870,2017-03-26,PROCESSING,Central America,LATAM,MEX,Consumer,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2017-04-01,Second Class,6,2,Late delivery,TRANSFER,200,1,199.99001,78.12,2017,1190721475906.0,123400057.0,4,Severe Delay,9649.278167724024,39.06195114445967
60431,2017-06-01,COMPLETE,South America,LATAM,BRA,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2017-06-03,Standard Class,2,4,Advance shipping,DEBIT,130,1,129.99001,-72.83,2017,2063514688805.78,204703445.0,-2,Early,10080.507872282169,-56.027382411925345
76677,2018-01-24,PROCESSING,Southeast Asia,Pacific Asia,IDN,Consumer,1362,Fighting video games,Video Games,39.75,2018-01-27,Standard Class,3,4,Advance shipping,TRANSFER,40,1,39.75,15.36,2018,1042271532988.63,269951846.0,-1,Early,3860.9535309072494,38.64150943396226
46830,2016-11-14,COMPLETE,West Asia,Pacific Asia,ISR,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-11-20,Standard Class,6,4,Late delivery,DEBIT,50,1,50.0,3.31,2016,321940971558.016,8546000.0,2,Slight Delay,37671.53891387971,6.619999999999999
37922,2016-07-07,COMPLETE,US Center,USCA,USA,Corporate,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2016-07-10,Standard Class,3,4,Advance shipping,DEBIT,200,1,199.99001,17.0,2016,18695110842000.0,324353340.0,-1,Early,57638.10183671918,8.50042459620858
17756,2015-09-17,COMPLETE,Southern Europe,Europe,ITA,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-09-19,Standard Class,2,4,Advance shipping,DEBIT,130,1,129.99001,43.88,2015,1845428048839.1,60229605.0,-2,Early,30639.882975143206,33.75644020644356
54286,2017-03-03,COMPLETE,Central America,LATAM,GTM,Home Office,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2017-03-05,First Class,2,1,Late delivery,DEBIT,40,2,79.98,24.53,2017,71653780740.4226,16567357.0,1,Slight Delay,4324.997689156007,30.670167541885473
14815,2015-08-05,PROCESSING,Western Europe,Europe,DEU,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-08-11,Standard Class,6,4,Late delivery,TRANSFER,50,2,100.0,-63.66,2015,3425099578746.09,81686611.0,2,Slight Delay,41929.754911072145,-63.66
38242,2016-07-12,PENDING_PAYMENT,East of USA,USCA,USA,Home Office,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-07-15,Standard Class,3,4,Advance shipping,PAYMENT,50,2,99.96,41.63,2016,18695110842000.0,324353340.0,-1,Early,57638.10183671918,41.64665866346539
19970,2015-10-19,COMPLETE,Northern Europe,Europe,GBR,Consumer,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2015-10-25,Standard Class,6,4,Late delivery,DEBIT,100,3,299.97,21.82,2015,2945579890258.46,65088000.0,2,Slight Delay,45255.34492162088,7.274060739407274
13352,2015-07-14,PENDING_PAYMENT,Northern Europe,Europe,GBR,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-07-17,Standard Class,3,4,Advance shipping,PAYMENT,50,4,200.0,18.75,2015,2945579890258.46,65088000.0,-1,Early,45255.34492162088,9.375
67683,2017-09-15,PENDING_PAYMENT,Western Europe,Europe,DEU,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2017-09-19,Second Class,4,2,Late delivery,PAYMENT,130,1,129.99001,47.84,2017,3765351626105.89,82657002.0,2,Slight Delay,45553.93414953388,36.80282815579443
16721,2015-09-02,PENDING_PAYMENT,Western Europe,Europe,FRA,Corporate,278,Under Armour Men's Compression EV SL Slide,Electronics,44.99,2015-09-04,Standard Class,2,4,Advance shipping,PAYMENT,45,4,179.96001,-136.65,2015,2442483452642.5,66548272.0,-2,Early,36702.43237333796,-75.93353656737405
